
 [2026-02-02 15:04:09] iteration        2/   20000 | consumed samples:           16 | elapsed time per iteration (ms): 176087.0 | throughput per GPU (TFLOP/s/GPU): 56.9 | learning rate: 8.333333E-08 | global batch size:     8 | lm loss: 1.188148E+01 | loss scale: 1.0 | grad norm: 85.848 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:54:49] iteration      164/   20000 | consumed samples:         1312 | elapsed time per iteration (ms): 174446.8 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.833333E-06 | global batch size:     8 | lm loss: 5.955301E+00 | loss scale: 1.0 | grad norm: 9.519 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 22:57:43] iteration      165/   20000 | consumed samples:         1320 | elapsed time per iteration (ms): 174110.8 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 6.875000E-06 | global batch size:     8 | lm loss: 5.981014E+00 | loss scale: 1.0 | grad norm: 12.717 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:00:37] iteration      166/   20000 | consumed samples:         1328 | elapsed time per iteration (ms): 174367.9 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.916667E-06 | global batch size:     8 | lm loss: 5.915267E+00 | loss scale: 1.0 | grad norm: 9.025 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:03:32] iteration      167/   20000 | consumed samples:         1336 | elapsed time per iteration (ms): 174375.9 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 6.958333E-06 | global batch size:     8 | lm loss: 5.908661E+00 | loss scale: 1.0 | grad norm: 9.264 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:06:27] iteration      168/   20000 | consumed samples:         1344 | elapsed time per iteration (ms): 175080.7 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 7.000000E-06 | global batch size:     8 | lm loss: 5.886512E+00 | loss scale: 1.0 | grad norm: 9.696 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:09:21] iteration      169/   20000 | consumed samples:         1352 | elapsed time per iteration (ms): 174278.0 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 7.041667E-06 | global batch size:     8 | lm loss: 5.923534E+00 | loss scale: 1.0 | grad norm: 9.637 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:12:16] iteration      170/   20000 | consumed samples:         1360 | elapsed time per iteration (ms): 174600.7 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 7.083333E-06 | global batch size:     8 | lm loss: 5.871977E+00 | loss scale: 1.0 | grad norm: 9.534 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:15:10] iteration      171/   20000 | consumed samples:         1368 | elapsed time per iteration (ms): 174420.7 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 7.125000E-06 | global batch size:     8 | lm loss: 5.849720E+00 | loss scale: 1.0 | grad norm: 10.175 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:18:05] iteration      172/   20000 | consumed samples:         1376 | elapsed time per iteration (ms): 174397.5 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 7.166667E-06 | global batch size:     8 | lm loss: 5.847482E+00 | loss scale: 1.0 | grad norm: 8.168 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:20:57] iteration      173/   20000 | consumed samples:         1384 | elapsed time per iteration (ms): 172843.3 | throughput per GPU (TFLOP/s/GPU): 57.9 | learning rate: 7.208333E-06 | global batch size:     8 | lm loss: 5.822666E+00 | loss scale: 1.0 | grad norm: 9.736 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:23:51] iteration      174/   20000 | consumed samples:         1392 | elapsed time per iteration (ms): 173730.5 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 7.250000E-06 | global batch size:     8 | lm loss: 5.819849E+00 | loss scale: 1.0 | grad norm: 10.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:26:46] iteration      175/   20000 | consumed samples:         1400 | elapsed time per iteration (ms): 174664.7 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 7.291667E-06 | global batch size:     8 | lm loss: 5.843672E+00 | loss scale: 1.0 | grad norm: 8.635 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:29:40] iteration      176/   20000 | consumed samples:         1408 | elapsed time per iteration (ms): 173857.1 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 7.333334E-06 | global batch size:     8 | lm loss: 5.779810E+00 | loss scale: 1.0 | grad norm: 8.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:32:35] iteration      177/   20000 | consumed samples:         1416 | elapsed time per iteration (ms): 174849.9 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 7.375000E-06 | global batch size:     8 | lm loss: 5.776469E+00 | loss scale: 1.0 | grad norm: 9.857 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:35:30] iteration      178/   20000 | consumed samples:         1424 | elapsed time per iteration (ms): 175112.5 | throughput per GPU (TFLOP/s/GPU): 57.2 | learning rate: 7.416666E-06 | global batch size:     8 | lm loss: 5.792001E+00 | loss scale: 1.0 | grad norm: 8.775 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:38:24] iteration      179/   20000 | consumed samples:         1432 | elapsed time per iteration (ms): 173860.7 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 7.458333E-06 | global batch size:     8 | lm loss: 5.775594E+00 | loss scale: 1.0 | grad norm: 7.591 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:41:17] iteration      180/   20000 | consumed samples:         1440 | elapsed time per iteration (ms): 173137.7 | throughput per GPU (TFLOP/s/GPU): 57.8 | learning rate: 7.500000E-06 | global batch size:     8 | lm loss: 5.729713E+00 | loss scale: 1.0 | grad norm: 7.925 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:44:11] iteration      181/   20000 | consumed samples:         1448 | elapsed time per iteration (ms): 174324.1 | throughput per GPU (TFLOP/s/GPU): 57.4 | learning rate: 7.541666E-06 | global batch size:     8 | lm loss: 5.694959E+00 | loss scale: 1.0 | grad norm: 8.014 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:47:06] iteration      182/   20000 | consumed samples:         1456 | elapsed time per iteration (ms): 174631.0 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 7.583333E-06 | global batch size:     8 | lm loss: 5.738723E+00 | loss scale: 1.0 | grad norm: 6.888 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:50:00] iteration      183/   20000 | consumed samples:         1464 | elapsed time per iteration (ms): 174269.1 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 7.625000E-06 | global batch size:     8 | lm loss: 5.686113E+00 | loss scale: 1.0 | grad norm: 7.619 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:52:54] iteration      184/   20000 | consumed samples:         1472 | elapsed time per iteration (ms): 174074.3 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 7.666667E-06 | global batch size:     8 | lm loss: 5.675519E+00 | loss scale: 1.0 | grad norm: 9.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:55:49] iteration      185/   20000 | consumed samples:         1480 | elapsed time per iteration (ms): 174727.7 | throughput per GPU (TFLOP/s/GPU): 57.3 | learning rate: 7.708333E-06 | global batch size:     8 | lm loss: 5.647281E+00 | loss scale: 1.0 | grad norm: 8.049 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-02 23:58:42] iteration      186/   20000 | consumed samples:         1488 | elapsed time per iteration (ms): 173772.4 | throughput per GPU (TFLOP/s/GPU): 57.6 | learning rate: 7.750000E-06 | global batch size:     8 | lm loss: 5.650326E+00 | loss scale: 1.0 | grad norm: 7.959 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:01:36] iteration      187/   20000 | consumed samples:         1496 | elapsed time per iteration (ms): 173489.5 | throughput per GPU (TFLOP/s/GPU): 57.7 | learning rate: 7.791667E-06 | global batch size:     8 | lm loss: 5.634899E+00 | loss scale: 1.0 | grad norm: 7.914 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:04:30] iteration      188/   20000 | consumed samples:         1504 | elapsed time per iteration (ms): 174218.4 | throughput per GPU (TFLOP/s/GPU): 57.5 | learning rate: 7.833333E-06 | global batch size:     8 | lm loss: 5.635725E+00 | loss scale: 1.0 | grad norm: 7.145 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:07:22] iteration      189/   20000 | consumed samples:         1512 | elapsed time per iteration (ms): 172168.3 | throughput per GPU (TFLOP/s/GPU): 58.2 | learning rate: 7.875000E-06 | global batch size:     8 | lm loss: 5.616447E+00 | loss scale: 1.0 | grad norm: 6.548 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:10:15] iteration      190/   20000 | consumed samples:         1520 | elapsed time per iteration (ms): 172891.7 | throughput per GPU (TFLOP/s/GPU): 57.9 | learning rate: 7.916667E-06 | global batch size:     8 | lm loss: 5.583988E+00 | loss scale: 1.0 | grad norm: 6.860 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-02-03 00:13:08] iteration      191/   20000 | consumed samples:         1528 | elapsed time per iteration (ms): 172562.5 | throughput per GPU (TFLOP/s/GPU): 58.0 | learning rate: 7.958333E-06 | global batch size:     8 | lm loss: 5.630482E+00 | loss scale: 1.0 | grad norm: 6.783 | number of skipped iterations:   0 | number of nan iterations:   0 |
